overhead_code,daycondition,NightCondition,trans_text_day,trans_text_night,lang_iso,lang_name
182,"Patchy sleet possible","Patchy sleet possible","근처 곳곳에 진눈깨비","근처 곳곳에 진눈깨비",ko,Korean
182,"Patchy sleet possible","Patchy sleet possible","आजूबाजूला अनियमित गारांचा पाऊस","आजूबाजूला अनियमित गारांचा पाऊस",mr,Marathi
182,"Patchy sleet possible","Patchy sleet possible","Plaatselijke natte sneeuw in de omgeving","Plaatselijke natte sneeuw in de omgeving",nl,Dutch
182,"Patchy sleet possible","Patchy sleet possible","ਨੇੜੇ ਕਿਤੇ-ਕਿਤੇ ਬਰਫ ਵਾਲਾ ਮੀਂਹ","ਨੇੜੇ ਕਿਤੇ-ਕਿਤੇ ਬਰਫ ਵਾਲਾ ਮੀਂਹ",pa,Punjabi
182,"Patchy sleet possible","Patchy sleet possible","Miejscowe opady śniegu z deszczem w pobliżu","Miejscowe opady śniegu z deszczem w pobliżu",pl,Polish
182,"Patchy sleet possible","Patchy sleet possible","Possibilidade de neve molhada irregular","Possibilidade de neve molhada irregular",pt,Portuguese
182,"Patchy sleet possible","Patchy sleet possible","Lapoviță pe porţiuni în apropiere","Lapoviță pe porţiuni în apropiere",ro,Romanian
182,"Patchy sleet possible","Patchy sleet possible","Местами дождь со снегом","Местами дождь со снегом",ru,Russian
182,"Patchy sleet possible","Patchy sleet possible","ආසන්නයේ තැනින් තැන හිම වැස්ස","ආසන්නයේ තැනින් තැන හිම වැස්ස",si,Sinhalese
182,"Patchy sleet possible","Patchy sleet possible","Miestami blízky dážď so snehom","Miestami blízky dážď so snehom",sk,Slovak
182,"Patchy sleet possible","Patchy sleet possible","Mestimična susnežica","Mestimična susnežica",sr,Serbian
182,"Patchy sleet possible","Patchy sleet possible","Områden med snöblandat regn i närheten","Områden med snöblandat regn i närheten",sv,Swedish
182,"Patchy sleet possible","Patchy sleet possible","அருகில் சீரில்லாத ஆலங்கட்டி மழை","அருகில் சீரில்லாத ஆலங்கட்டி மழை",ta,Tamil
182,"Patchy sleet possible","Patchy sleet possible","చెదురుమదురుగా దగ్గరల్లో వడగండ్ల వాన","చెదురుమదురుగా దగ్గరల్లో వడగండ్ల వాన",te,Telugu
182,"Patchy sleet possible","Patchy sleet possible","Bölgesel düzensiz karla karışık yağmurlu","Bölgesel düzensiz karla karışık yağmurlu",tr,Turkish
182,"Patchy sleet possible","Patchy sleet possible","Місцями мокрий сніг","Місцями мокрий сніг",uk,Ukrainian
182,"Patchy sleet possible","Patchy sleet possible","قریب میں جہاں تہاں ژالہ باری","قریب میں جہاں تہاں ژالہ باری",ur,Urdu
182,"Patchy sleet possible","Patchy sleet possible","Mưa tuyết lả tả gần đó","Mưa tuyết lả tả gần đó",vi,Vietnamese
182,"Patchy sleet possible","Patchy sleet possible",周边有零星小雨夹雪,周边有零星小雨夹雪,zh,"Chinese Simplified"
182,"Patchy sleet possible","Patchy sleet possible",周边有零星小雨夹雪,周边有零星小雨夹雪,zh_cmn,Mandarin
182,"Patchy sleet possible","Patchy sleet possible",附近有零星雨夹雪,附近有零星雨夹雪,zh_hsn,Xiang
182,"Patchy sleet possible","Patchy sleet possible",週边有零星小雨夾雪,週边有零星小雨夾雪,zh_tw,"Chinese Traditional"
182,"Patchy sleet possible","Patchy sleet possible",无尽撅部鱼假削,无尽撅部鱼假削,zh_wuu,"Wu (Shanghainese)"
182,"Patchy sleet possible","Patchy sleet possible",週边有零星小雨夾雪,週边有零星小雨夾雪,zh_yue,"Yue (Cantonese)"
182,"Patchy sleet possible","Patchy sleet possible","Kunesichotho esihambisana nomoya lapha nalapha","Kunesichotho esihambisana nomoya lapha nalapha",zu,Zulu
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","رذاذ متجمِد متفاوت قريب","رذاذ متجمِد متفاوت قريب",ar,Arabic
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Преохладени ръмежи на отделни места в околността","Преохладени ръмежи на отделни места в околността",bg,Bulgarian
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","পার্শ্ববর্তী এলাকায় অনিয়মিত গুড়ি গুড়ি হিম শীতল বৃষ্টিপাত","পার্শ্ববর্তী এলাকায় অনিয়মিত গুড়ি গুড়ি হিম শীতল বৃষ্টিপাত",bn,Bengali
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Místy blízké mrznoucí mrholení","Místy blízké mrznoucí mrholení",cs,Czech
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Spredt finregn og risiko for isslag","Spredt finregn og risiko for isslag",da,Danish
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","stellenweise gefrierender Nieselregen","stellenweise gefrierender Nieselregen",de,German
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Κατά τόπους παγωμένο ψιλόβροχο σε κοντινή απόσταση","Κατά τόπους παγωμένο ψιλόβροχο σε κοντινή απόσταση",el,Greek
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Llovizna helada a intervalos en las aproximaciones","Llovizna helada a intervalos en las aproximaciones",es,Spanish
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Hajanaista jäätävää sadetta lähellä","Hajanaista jäätävää sadetta lähellä",fi,Finnish
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Bruine verglaçante éparse à proximité","Bruine verglaçante éparse à proximité",fr,French
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","आसपास अलग-अलग इलाकों में जमा देने वाली बौछार","आसपास अलग-अलग इलाकों में जमा देने वाली बौछार",hi,Hindi
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","A közelben foltokban szemerkélő fagyos eső","A közelben foltokban szemerkélő fagyos eső",hu,Hungarian
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Pioviggine congelantesi a tratti nelle vicinanze","Pioviggine congelantesi a tratti nelle vicinanze",it,Italian
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible",近くで所により着氷性の霧雨,近くで所により着氷性の霧雨,ja,Japanese
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Grimis atis ora rata ing sacedhake","Grimis atis ora rata ing sacedhake",jv,Javanese
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","근처 곳곳에 동결 이슬비","근처 곳곳에 동결 이슬비",ko,Korean
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","आजूबाजूला अनियमित गारठवणारी रिपरिप","आजूबाजूला अनियमित गारठवणारी रिपरिप",mr,Marathi
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Plaatselijke onderkoelde motregen in de omgeving","Plaatselijke onderkoelde motregen in de omgeving",nl,Dutch
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","ਨੇੜੇ ਕਿਤੇ-ਕਿਤੇ ਬਰਫ ਵਾਲੀ ਥੋੜ੍ਹੀ ਕਿਣ-ਮਿਣ","ਨੇੜੇ ਕਿਤੇ-ਕਿਤੇ ਬਰਫ ਵਾਲੀ ਥੋੜ੍ਹੀ ਕਿਣ-ਮਿਣ",pa,Punjabi
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Miejscowe wystąpienie mroźnej mżawki w pobliżu","Miejscowe wystąpienie mroźnej mżawki w pobliżu",pl,Polish
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Possibilidade de chuvisco gelado irregular","Possibilidade de chuvisco gelado irregular",pt,Portuguese
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Burniță şi polei pe porţiuni în apropiere","Burniță şi polei pe porţiuni în apropiere",ro,Romanian
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Местами замерзающая морось","Местами замерзающая морось",ru,Russian
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","ආසන්නයේ තැනින් තැන ඉතා ශීතල මිදෙන තරමේ සිහින් පොද","ආසන්නයේ තැනින් තැන ඉතා ශීතල මිදෙන තරමේ සිහින් පොද",si,Sinhalese
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Miestami blízke mrznúce mrholenie","Miestami blízke mrznúce mrholenie",sk,Slovak
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Mestimično kiša koja se ledi pri zemlji","Mestimično kiša koja se ledi pri zemlji",sr,Serbian
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Områden med underkylt duggregn i närheten","Områden med underkylt duggregn i närheten",sv,Swedish
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","அருகில் சீரில்லாத உறையவைக்கும் மழைத்தூறல்","அருகில் சீரில்லாத உறையவைக்கும் மழைத்தூறல்",ta,Tamil
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","చెదురుమదురుగా దగ్గరల్లో ఘనీభవన చినుకులు","చెదురుమదురుగా దగ్గరల్లో ఘనీభవన చినుకులు",te,Telugu
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Bölgesel düzensiz donmuş çisenti","Bölgesel düzensiz donmuş çisenti",tr,Turkish
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Місцями паморозь","Місцями паморозь",uk,Ukrainian
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","قریب میں جہاں تہاں یخ بستہ پھوہار","قریب میں جہاں تہاں یخ بستہ پھوہار",ur,Urdu
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Mưa phùn băng giá lả tả gần đó","Mưa phùn băng giá lả tả gần đó",vi,Vietnamese
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible",周边有有零星小冻雾雨,周边有有零星小冻雾雨,zh,"Chinese Simplified"
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible",周边有有零星小冻雾雨,周边有有零星小冻雾雨,zh_cmn,Mandarin
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible",附近有冰冻零星小雨,附近有冰冻零星小雨,zh_hsn,Xiang
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible",週边有零星小凍霧雨,週边有零星小凍霧雨,zh_tw,"Chinese Traditional"
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible",无尽撅部董鱼,无尽撅部董鱼,zh_wuu,"Wu (Shanghainese)"
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible",週边有零星小凍霧雨,週边有零星小凍霧雨,zh_yue,"Yue (Cantonese)"
185,"Patchy freezing drizzle possible","Patchy freezing drizzle possible","Kunokukhiza okubandayo eduze lapha nalapha","Kunokukhiza okubandayo eduze lapha nalapha",zu,Zulu
200,"Thundery outbreaks possible","Thundery outbreaks possible","عواصف رعديَة في المناطق المجاورة","عواصف رعديَة في المناطق المجاورة",ar,Arabic
200,"Thundery outbreaks possible","Thundery outbreaks possible","Прояви на гръмотевици в околността","Прояви на гръмотевици в околността",bg,Bulgarian
200,"Thundery outbreaks possible","Thundery outbreaks possible","পার্শ্ববর্তী এলাকায় বজ্রবিদ্যুতপূর্ণ ঝড়বৃষ্টি","পার্শ্ববর্তী এলাকায় বজ্রবিদ্যুতপূর্ণ ঝড়বৃষ্টি",bn,Bengali
200,"Thundery outbreaks possible","Thundery outbreaks possible","V okolí možnosti vzniku bouřek","V okolí možnosti vzniku bouřek",cs,Czech
200,"Thundery outbreaks possible","Thundery outbreaks possible","Stedvise tordenbyger","Stedvise tordenbyger",da,Danish
200,"Thundery outbreaks possible","Thundery outbreaks possible","gewittrige Niederschläge","gewittrige Niederschläge",de,German
200,"Thundery outbreaks possible","Thundery outbreaks possible","Ξέσπασματα καταιγίδας σε κοντινή","Ξέσπασματα καταιγίδας σε κοντινή",el,Greek
200,"Thundery outbreaks possible","Thundery outbreaks possible","Cielos tormentosos en las aproximaciones","Cielos tormentosos en las aproximaciones",es,Spanish
200,"Thundery outbreaks possible","Thundery outbreaks possible","Ukkospuuskia lähellä","Ukkospuuskia lähellä",fi,Finnish
200,"Thundery outbreaks possible","Thundery outbreaks possible","Foyers orageux à proximité","Foyers orageux à proximité",fr,French
200,"Thundery outbreaks possible","Thundery outbreaks possible","आसपास गरज के साथ बारिश","आसपास गरज के साथ बारिश",hi,Hindi
200,"Thundery outbreaks possible","Thundery outbreaks possible","A közelben hirtelen vihar","A közelben hirtelen vihar",hu,Hungarian
200,"Thundery outbreaks possible","Thundery outbreaks possible","Precipitazioni temporalesche nelle vicinanze","Precipitazioni temporalesche nelle vicinanze",it,Italian
200,"Thundery outbreaks possible","Thundery outbreaks possible",近くで雷の発生,近くで雷の発生,ja,Japanese
200,"Thundery outbreaks possible","Thundery outbreaks possible","Udan angin nganggo thathit ing sacedhake","Udan angin nganggo thathit ing sacedhake",jv,Javanese
200,"Thundery outbreaks possible","Thundery outbreaks possible","근처에 천둥 발생","근처에 천둥 발생",ko,Korean
200,"Thundery outbreaks possible","Thundery outbreaks possible","आजूबाजूला मेघगर्जनेसह उद्रेक","आजूबाजूला मेघगर्जनेसह उद्रेक",mr,Marathi
200,"Thundery outbreaks possible","Thundery outbreaks possible","Onweersbuien in de omgeving","Onweersbuien in de omgeving",nl,Dutch
200,"Thundery outbreaks possible","Thundery outbreaks possible","ਨੇੜੇ ਗਰਜ ਵਾਲੇ ਭਾਂਬੜ","ਨੇੜੇ ਗਰਜ ਵਾਲੇ ਭਾਂਬੜ",pa,Punjabi
200,"Thundery outbreaks possible","Thundery outbreaks possible","Gwałtowne grzmienia w pobliżu","Gwałtowne grzmienia w pobliżu",pl,Polish
200,"Thundery outbreaks possible","Thundery outbreaks possible","Possibilidade de trovoada","Possibilidade de trovoada",pt,Portuguese
200,"Thundery outbreaks possible","Thundery outbreaks possible","Tunete în apropiere","Tunete în apropiere",ro,Romanian
200,"Thundery outbreaks possible","Thundery outbreaks possible","Местами грозы","Местами грозы",ru,Russian
200,"Thundery outbreaks possible","Thundery outbreaks possible","ආසන්නයේ ගිගුරුම් සහිත වැසි","ආසන්නයේ ගිගුරුම් සහිත වැසි",si,Sinhalese
200,"Thundery outbreaks possible","Thundery outbreaks possible","V okolí možnosti vzniku búrok","V okolí možnosti vzniku búrok",sk,Slovak
200,"Thundery outbreaks possible","Thundery outbreaks possible","Mestimično lokalno nevreme s grmljavinom","Mestimično lokalno nevreme s grmljavinom",sr,Serbian
200,"Thundery outbreaks possible","Thundery outbreaks possible","Åska i närheten","Åska i närheten",sv,Swedish
200,"Thundery outbreaks possible","Thundery outbreaks possible","அருகில் இடி மின்னல்கள்","அருகில் இடி மின்னல்கள்",ta,Tamil
200,"Thundery outbreaks possible","Thundery outbreaks possible","దగ్గరల్లో పిడుగు పడటం","దగ్గరల్లో పిడుగు పడటం",te,Telugu
200,"Thundery outbreaks possible","Thundery outbreaks possible","Bölgesel düzensiz gök gürültülü yağmurlu","Bölgesel düzensiz gök gürültülü yağmurlu",tr,Turkish
200,"Thundery outbreaks possible","Thundery outbreaks possible","Місцями грози","Місцями грози",uk,Ukrainian
200,"Thundery outbreaks possible","Thundery outbreaks possible","قریب میں طوفان برق و باراں","قریب میں طوفان برق و باراں",ur,Urdu
200,"Thundery outbreaks possible","Thundery outbreaks possible","Các cơn giông tố nổi lên gần đó","Các cơn giông tố nổi lên gần đó",vi,Vietnamese
200,"Thundery outbreaks possible","Thundery outbreaks possible",周边有雷雨,周边有雷雨,zh,"Chinese Simplified"
200,"Thundery outbreaks possible","Thundery outbreaks possible",周边有雷雨,周边有雷雨,zh_cmn,Mandarin
200,"Thundery outbreaks possible","Thundery outbreaks possible",附近有雷暴,附近有雷暴,zh_hsn,Xiang
200,"Thundery outbreaks possible","Thundery outbreaks possible",週边有雷雨,週边有雷雨,zh_tw,"Chinese Traditional"
200,"Thundery outbreaks possible","Thundery outbreaks possible",礼八四无尽贴气无好,礼八四无尽贴气无好,zh_wuu,"Wu (Shanghainese)"
200,"Thundery outbreaks possible","Thundery outbreaks possible",週边有雷雨,週边有雷雨,zh_yue,"Yue (Cantonese)"
200,"Thundery outbreaks possible","Thundery outbreaks possible","Kunokuduma kwezulu eduze","Kunokuduma kwezulu eduze",zu,Zulu
227,"Blowing snow","Blowing snow","هبَات من الثلوج","هبَات من الثلوج",ar,Arabic
227,"Blowing snow","Blowing snow","Навяващ сняг","Навяващ сняг",bg,Bulgarian
227,"Blowing snow","Blowing snow",তুষারঝড়,তুষারঝড়,bn,Bengali
227,"Blowing snow","Blowing snow","Vítr se sněžením","Vítr se sněžením",cs,Czech
227,"Blowing snow","Blowing snow","HÂ¿j snefygning","HÂ¿j snefygning",da,Danish
227,"Blowing snow","Blowing snow",Schneeverwehungen,Schneeverwehungen,de,German
227,"Blowing snow","Blowing snow","Φυσάει χιόνι","Φυσάει χιόνι",el,Greek
227,"Blowing snow","Blowing snow","Chubascos de nieve","Chubascos de nieve",es,Spanish
227,"Blowing snow","Blowing snow",Lumipuuska,Lumipuuska,fi,Finnish
227,"Blowing snow","Blowing snow","Rafales de neige","Rafales de neige",fr,French
227,"Blowing snow","Blowing snow","ब्लोइंग स्नो","ब्लोइंग स्नो",hi,Hindi
227,"Blowing snow","Blowing snow",Hófúvás,Hófúvás,hu,Hungarian
227,"Blowing snow","Blowing snow","Turbinio di neve","Turbinio di neve",it,Italian
227,"Blowing snow","Blowing snow",吹雪,吹雪,ja,Japanese
227,"Blowing snow","Blowing snow","Angin salju","Angin salju",jv,Javanese
227,"Blowing snow","Blowing snow","날리는 눈","날리는 눈",ko,Korean
227,"Blowing snow","Blowing snow","उधळणारा 	बर्फ","उधळणारा 	बर्फ",mr,Marathi
227,"Blowing snow","Blowing snow",Driftsneeuw,Driftsneeuw,nl,Dutch
227,"Blowing snow","Blowing snow","ਉੱਡ ਰਹੀ ਬਰਫ","ਉੱਡ ਰਹੀ ਬਰਫ",pa,Punjabi
227,"Blowing snow","Blowing snow","Wiatr ze śniegiem","Wiatr ze śniegiem",pl,Polish
227,"Blowing snow","Blowing snow","Rajadas de vento com neve","Rajadas de vento com neve",pt,Portuguese
227,"Blowing snow","Blowing snow","Ninsoare viscolită","Ninsoare viscolită",ro,Romanian
227,"Blowing snow","Blowing snow",Поземок,Поземок,ru,Russian
227,"Blowing snow","Blowing snow","සුළඟට ගසා ගෙන යන හිම","සුළඟට ගසා ගෙන යන හිම",si,Sinhalese
227,"Blowing snow","Blowing snow","Vietor so snežením","Vietor so snežením",sk,Slovak
227,"Blowing snow","Blowing snow","Sneg nošen vetrom","Sneg nošen vetrom",sr,Serbian
227,"Blowing snow","Blowing snow","Högt snödrev","Högt snödrev",sv,Swedish
227,"Blowing snow","Blowing snow","பலத்த பனிமழை","பலத்த பனிமழை",ta,Tamil
227,"Blowing snow","Blowing snow","మంచు వెదజల్లడం","మంచు వెదజల్లడం",te,Telugu
227,"Blowing snow","Blowing snow",Tipi,Tipi,tr,Turkish
227,"Blowing snow","Blowing snow","Низова хуртовина","Низова хуртовина",uk,Ukrainian
227,"Blowing snow","Blowing snow","جھکڑ کے ساتھ برف باری","جھکڑ کے ساتھ برف باری",ur,Urdu
227,"Blowing snow","Blowing snow","Tuyết thổi mạnh","Tuyết thổi mạnh",vi,Vietnamese
227,"Blowing snow","Blowing snow",飞雪,飞雪,zh,"Chinese Simplified"
227,"Blowing snow","Blowing snow",飞雪,飞雪,zh_cmn,Mandarin
227,"Blowing snow","Blowing snow",飞雪,飞雪,zh_hsn,Xiang
227,"Blowing snow","Blowing snow",飛雪,飛雪,zh_tw,"Chinese Traditional"
227,"Blowing snow","Blowing snow",次削,次削,zh_wuu,"Wu (Shanghainese)"
227,"Blowing snow","Blowing snow",飛雪,飛雪,zh_yue,"Yue (Cantonese)"
227,"Blowing snow","Blowing snow","Ukukhithika okunomoya","Ukukhithika okunomoya",zu,Zulu
230,Blizzard,Blizzard,"عاصفة ثلجيَة","عاصفة ثلجيَة",ar,Arabic
230,Blizzard,Blizzard,"Снежна буря","Снежна буря",bg,Bulgarian
230,Blizzard,Blizzard,"ভয়ঙ্কর ও প্রবল তুষারঝড়","ভয়ঙ্কর ও প্রবল তুষারঝড়",bn,Bengali
230,Blizzard,Blizzard,"Sněhová bouře","Sněhová bouře",cs,Czech
230,Blizzard,Blizzard,Snestorm,Snestorm,da,Danish
230,Blizzard,Blizzard,Schneesturm,Schneesturm,de,German
230,Blizzard,Blizzard,Χιονοθύελλα,Χιονοθύελλα,el,Greek
230,Blizzard,Blizzard,Ventisca,Ventisca,es,Spanish
230,Blizzard,Blizzard,Lumimyrsky,Lumimyrsky,fi,Finnish
230,Blizzard,Blizzard,Blizzard,Blizzard,fr,French
230,Blizzard,Blizzard,"बर्फानी तूफान","बर्फानी तूफान",hi,Hindi
230,Blizzard,Blizzard,Hóvihar,Hóvihar,hu,Hungarian
230,Blizzard,Blizzard,Blizzard,Blizzard,it,Italian
230,Blizzard,Blizzard,猛吹雪,猛吹雪,ja,Japanese
230,Blizzard,Blizzard,"Udan angin salju","Udan angin salju",jv,Javanese
230,Blizzard,Blizzard,눈보라,눈보라,ko,Korean
230,Blizzard,Blizzard,हिमवादळ,हिमवादळ,mr,Marathi
230,Blizzard,Blizzard,Sneeuwstorm,Sneeuwstorm,nl,Dutch
230,Blizzard,Blizzard,"ਬਰਫੀਲਾ ਤੂਫਾਨ","ਬਰਫੀਲਾ ਤੂਫਾਨ",pa,Punjabi
230,Blizzard,Blizzard,Śnieżyca,Śnieżyca,pl,Polish
230,Blizzard,Blizzard,Nevasca,Nevasca,pt,Portuguese
230,Blizzard,Blizzard,Viscol,Viscol,ro,Romanian
230,Blizzard,Blizzard,Метель,Метель,ru,Russian
230,Blizzard,Blizzard,"හිම කුණාටුව","හිම කුණාටුව",si,Sinhalese
230,Blizzard,Blizzard,"Snehová búrka","Snehová búrka",sk,Slovak
230,Blizzard,Blizzard,"Snežna mećava","Snežna mećava",sr,Serbian
230,Blizzard,Blizzard,"Häftig snöstorm","Häftig snöstorm",sv,Swedish
230,Blizzard,Blizzard,"பனிச் சூறாவளி","பனிச் சூறாவளி",ta,Tamil
230,Blizzard,Blizzard,"మంచు తుఫాను","మంచు తుఫాను",te,Telugu
230,Blizzard,Blizzard,"Kar fırtınası","Kar fırtınası",tr,Turkish
230,Blizzard,Blizzard,Заметіль,Заметіль,uk,Ukrainian
230,Blizzard,Blizzard,"برف باری کا طوفان","برف باری کا طوفان",ur,Urdu
230,Blizzard,Blizzard,"Trận bão tuyết","Trận bão tuyết",vi,Vietnamese
230,Blizzard,Blizzard,暴风雪,暴风雪,zh,"Chinese Simplified"
230,Blizzard,Blizzard,暴风雪,暴风雪,zh_cmn,Mandarin
230,Blizzard,Blizzard,暴风雪,暴风雪,zh_hsn,Xiang
230,Blizzard,Blizzard,暴風雪,暴風雪,zh_tw,"Chinese Traditional"
230,Blizzard,Blizzard,保风削,保风削,zh_wuu,"Wu (Shanghainese)"
230,Blizzard,Blizzard,暴風雪,暴風雪,zh_yue,"Yue (Cantonese)"
230,Blizzard,Blizzard,"Isichotho esinamandla","Isichotho esinamandla",zu,Zulu
248,Fog,Fog,ضباب,ضباب,ar,Arabic
248,Fog,Fog,"Тежка мъгла","Тежка мъгла",bg,Bulgarian
248,Fog,Fog,কুয়াশা,কুয়াশা,bn,Bengali
248,Fog,Fog,Mlha,Mlha,cs,Czech
248,Fog,Fog,TÅ’ge,TÅ’ge,da,Danish
248,Fog,Fog,Nebel,Nebel,de,German
248,Fog,Fog,Ομίχλη,Ομίχλη,el,Greek
248,Fog,Fog,"Niebla moderada","Niebla moderada",es,Spanish
248,Fog,Fog,Sumu,Sumu,fi,Finnish
248,Fog,Fog,Brouillard,Brouillard,fr,French
248,Fog,Fog,धुंध,धुंध,hi,Hindi
248,Fog,Fog,Köd,Köd,hu,Hungarian
248,Fog,Fog,Nebbia,Nebbia,it,Italian
248,Fog,Fog,霧,霧,ja,Japanese
248,Fog,Fog,"Pedhut Lelimengan","Pedhut Lelimengan",jv,Javanese
248,Fog,Fog,안개,안개,ko,Korean
248,Fog,Fog,धुके,धुके,mr,Marathi
248,Fog,Fog,Mist,Mist,nl,Dutch
248,Fog,Fog,ਧੁੰਦ,ਧੁੰਦ,pa,Punjabi
248,Fog,Fog,Mgła,Mgła,pl,Polish
248,Fog,Fog,Nevoeiro,Nevoeiro,pt,Portuguese
248,Fog,Fog,"Ceață densă","Ceață densă",ro,Romanian
248,Fog,Fog,Туман,Туман,ru,Russian
248,Fog,Fog,"ඝන මීදුම","ඝන මීදුම",si,Sinhalese
248,Fog,Fog,Hmla,Hmla,sk,Slovak
248,Fog,Fog,Magla,Magla,sr,Serbian
248,Fog,Fog,Dimma,Dimma,sv,Swedish
248,Fog,Fog,மூடுபனி,மூடுபனி,ta,Tamil
248,Fog,Fog,పొగమంచు,పొగమంచు,te,Telugu
248,Fog,Fog,Puslu,Puslu,tr,Turkish
248,Fog,Fog,Туман,Туман,uk,Ukrainian
248,Fog,Fog,دھند,دھند,ur,Urdu
248,Fog,Fog,"Sương mù","Sương mù",vi,Vietnamese
248,Fog,Fog,雾,雾,zh,"Chinese Simplified"
248,Fog,Fog,雾,雾,zh_cmn,Mandarin
248,Fog,Fog,有雾,有雾,zh_hsn,Xiang
248,Fog,Fog,霧,霧,zh_tw,"Chinese Traditional"
248,Fog,Fog,悠吴,悠吴,zh_wuu,"Wu (Shanghainese)"
248,Fog,Fog,霧,霧,zh_yue,"Yue (Cantonese)"
248,Fog,Fog,Inkungu,Inkungu,zu,Zulu
260,"Freezing fog","Freezing fog","ضباب متجمِد","ضباب متجمِد",ar,Arabic
260,"Freezing fog","Freezing fog","Преохладена мъгла","Преохладена мъгла",bg,Bulgarian
260,"Freezing fog","Freezing fog","হিম শীতল কুয়াশা","হিম শীতল কুয়াশা",bn,Bengali
260,"Freezing fog","Freezing fog","Mrznoucí mlha","Mrznoucí mlha",cs,Czech
260,"Freezing fog","Freezing fog",RimtÅ’ge,RimtÅ’ge,da,Danish
260,"Freezing fog","Freezing fog",Eisnebel,Eisnebel,de,German
