overhead_code,daycondition,NightCondition,trans_text_day,trans_text_night,lang_iso,lang_name
260,"Freezing fog","Freezing fog","Παγωμένη ομίχλη","Παγωμένη ομίχλη",el,Greek
260,"Freezing fog","Freezing fog","Niebla helada","Niebla helada",es,Spanish
260,"Freezing fog","Freezing fog","Jäätävä sumu","Jäätävä sumu",fi,Finnish
260,"Freezing fog","Freezing fog","Brouillard givrant","Brouillard givrant",fr,French
260,"Freezing fog","Freezing fog","जमा देने वाली धुंध","जमा देने वाली धुंध",hi,Hindi
260,"Freezing fog","Freezing fog","Jeges köd","Jeges köd",hu,Hungarian
260,"Freezing fog","Freezing fog","Nebbia congelantesi","Nebbia congelantesi",it,Italian
260,"Freezing fog","Freezing fog",着氷性の霧,着氷性の霧,ja,Japanese
260,"Freezing fog","Freezing fog","Pedhut Atis Lelimengan","Pedhut Atis Lelimengan",jv,Javanese
260,"Freezing fog","Freezing fog","동결 안개","동결 안개",ko,Korean
260,"Freezing fog","Freezing fog","गारठवणारे धुके","गारठवणारे धुके",mr,Marathi
260,"Freezing fog","Freezing fog","Aanvriezende mist","Aanvriezende mist",nl,Dutch
260,"Freezing fog","Freezing fog","ਬਰਫ ਵਾਲੀ ਧੁੰਦ","ਬਰਫ ਵਾਲੀ ਧੁੰਦ",pa,Punjabi
260,"Freezing fog","Freezing fog","Mroźna mgła","Mroźna mgła",pl,Polish
260,"Freezing fog","Freezing fog","Nevoeiro gelado","Nevoeiro gelado",pt,Portuguese
260,"Freezing fog","Freezing fog",Chiciură,Chiciură,ro,Romanian
260,"Freezing fog","Freezing fog","Переохлажденный туман","Переохлажденный туман",ru,Russian
260,"Freezing fog","Freezing fog","අධික ශීතල මිදෙන තරමේ ඝන මීදුම","අධික ශීතල මිදෙන තරමේ ඝන මීදුම",si,Sinhalese
260,"Freezing fog","Freezing fog","Mrznúca hmla","Mrznúca hmla",sk,Slovak
260,"Freezing fog","Freezing fog","Magla koja se ledi","Magla koja se ledi",sr,Serbian
260,"Freezing fog","Freezing fog",Dimfrost,Dimfrost,sv,Swedish
260,"Freezing fog","Freezing fog","உறையவைக்கும் மூடுபனி","உறையவைக்கும் மூடுபனி",ta,Tamil
260,"Freezing fog","Freezing fog","ఘనీభవన పొగమంచు","ఘనీభవన పొగమంచు",te,Telugu
260,"Freezing fog","Freezing fog","Dondurucu sis","Dondurucu sis",tr,Turkish
260,"Freezing fog","Freezing fog","Туман з памороззю","Туман з памороззю",uk,Ukrainian
260,"Freezing fog","Freezing fog","جمادینے والی دھند","جمادینے والی دھند",ur,Urdu
260,"Freezing fog","Freezing fog","Sương mù băng giá","Sương mù băng giá",vi,Vietnamese
260,"Freezing fog","Freezing fog",冻雾,冻雾,zh,"Chinese Simplified"
260,"Freezing fog","Freezing fog",冻雾,冻雾,zh_cmn,Mandarin
260,"Freezing fog","Freezing fog",冰冻雾,冰冻雾,zh_hsn,Xiang
260,"Freezing fog","Freezing fog",凍霧,凍霧,zh_tw,"Chinese Traditional"
260,"Freezing fog","Freezing fog",悠东吴,悠东吴,zh_wuu,"Wu (Shanghainese)"
260,"Freezing fog","Freezing fog",凍霧,凍霧,zh_yue,"Yue (Cantonese)"
260,"Freezing fog","Freezing fog","Inkungu enamakhaza","Inkungu enamakhaza",zu,Zulu
263,"Patchy light drizzle","Patchy light drizzle","رذاذ خفيف متفاوت","رذاذ خفيف متفاوت",ar,Arabic
263,"Patchy light drizzle","Patchy light drizzle","Леки превалявания на отделни места","Леки превалявания на отделни места",bg,Bulgarian
263,"Patchy light drizzle","Patchy light drizzle","এক পশলা হাল্কা গুড়ি গুড়ি বৃষ্টিপাত","এক পশলা হাল্কা গুড়ি গুড়ি বৃষ্টিপাত",bn,Bengali
263,"Patchy light drizzle","Patchy light drizzle","Místy slabé mrholení","Místy slabé mrholení",cs,Czech
263,"Patchy light drizzle","Patchy light drizzle",""Stedvis, let finregn"",""Stedvis, let finregn"",da,Danish
263,"Patchy light drizzle","Patchy light drizzle","stellenweise Nieselregen","stellenweise Nieselregen",de,German
263,"Patchy light drizzle","Patchy light drizzle","Κατά τόπους ελαφρό ψιλόβροχο","Κατά τόπους ελαφρό ψιλόβροχο",el,Greek
263,"Patchy light drizzle","Patchy light drizzle","Llovizna a intervalos","Llovizna a intervalos",es,Spanish
263,"Patchy light drizzle","Patchy light drizzle","Hajanainen kevyt tihkusade","Hajanainen kevyt tihkusade",fi,Finnish
263,"Patchy light drizzle","Patchy light drizzle","Bruine légère éparse","Bruine légère éparse",fr,French
263,"Patchy light drizzle","Patchy light drizzle","अलग-अलग इलाकों में मामूली सी बौछार","अलग-अलग इलाकों में मामूली सी बौछार",hi,Hindi
263,"Patchy light drizzle","Patchy light drizzle","Foltokban enyhe szemerkélő eső","Foltokban enyhe szemerkélő eső",hu,Hungarian
263,"Patchy light drizzle","Patchy light drizzle","Pioviggine debole a tratti","Pioviggine debole a tratti",it,Italian
263,"Patchy light drizzle","Patchy light drizzle",所により霧雨,所により霧雨,ja,Japanese
263,"Patchy light drizzle","Patchy light drizzle","Grimis ora rata","Grimis ora rata",jv,Javanese
263,"Patchy light drizzle","Patchy light drizzle","곳곳에 가벼운 이슬비","곳곳에 가벼운 이슬비",ko,Korean
263,"Patchy light drizzle","Patchy light drizzle","अनियमित हलकीशी रिपरिप","अनियमित हलकीशी रिपरिप",mr,Marathi
263,"Patchy light drizzle","Patchy light drizzle","Plaatselijke lichte motregen","Plaatselijke lichte motregen",nl,Dutch
263,"Patchy light drizzle","Patchy light drizzle","ਕਿਤੇ-ਕਿਤੇ ਹਲਕੀ ਕਿਣ-ਮਿਣ","ਕਿਤੇ-ਕਿਤੇ ਹਲਕੀ ਕਿਣ-ਮਿਣ",pa,Punjabi
263,"Patchy light drizzle","Patchy light drizzle","Miejscowe wystąpienie lekkiej mżawki","Miejscowe wystąpienie lekkiej mżawki",pl,Polish
263,"Patchy light drizzle","Patchy light drizzle","Chuvisco irregular","Chuvisco irregular",pt,Portuguese
263,"Patchy light drizzle","Patchy light drizzle","Burniță uşoară pe porțiuni","Burniță uşoară pe porțiuni",ro,Romanian
263,"Patchy light drizzle","Patchy light drizzle","Местами слабая морось","Местами слабая морось",ru,Russian
263,"Patchy light drizzle","Patchy light drizzle","තැනින් තැන සැහැල්ලු ‍සිරි පොද","තැනින් තැන සැහැල්ලු ‍සිරි පොද",si,Sinhalese
263,"Patchy light drizzle","Patchy light drizzle","Miestami slabé mrholenie","Miestami slabé mrholenie",sk,Slovak
263,"Patchy light drizzle","Patchy light drizzle","Mestimično slaba sitna kiša","Mestimično slaba sitna kiša",sr,Serbian
263,"Patchy light drizzle","Patchy light drizzle","Områden med lätt duggregn","Områden med lätt duggregn",sv,Swedish
263,"Patchy light drizzle","Patchy light drizzle","சீரில்லாத இலேசான மழைத்தூறல்","சீரில்லாத இலேசான மழைத்தூறல்",ta,Tamil
263,"Patchy light drizzle","Patchy light drizzle","చెదురుమదురుగా తేలికపాటి జల్లు","చెదురుమదురుగా తేలికపాటి జల్లు",te,Telugu
263,"Patchy light drizzle","Patchy light drizzle","Bölgesel düzensiz hafif çisenti","Bölgesel düzensiz hafif çisenti",tr,Turkish
263,"Patchy light drizzle","Patchy light drizzle","Місцями невеликий дощ","Місцями невеликий дощ",uk,Ukrainian
263,"Patchy light drizzle","Patchy light drizzle","جہاں تہاں ہلکی بوندا باندی","جہاں تہاں ہلکی بوندا باندی",ur,Urdu
263,"Patchy light drizzle","Patchy light drizzle","Mưa phùn nhẹ lả tả","Mưa phùn nhẹ lả tả",vi,Vietnamese
263,"Patchy light drizzle","Patchy light drizzle",零星细雨,零星细雨,zh,"Chinese Simplified"
263,"Patchy light drizzle","Patchy light drizzle",零星细雨,零星细雨,zh_cmn,Mandarin
263,"Patchy light drizzle","Patchy light drizzle",零星小雨,零星小雨,zh_hsn,Xiang
263,"Patchy light drizzle","Patchy light drizzle",片狀細雨,片狀細雨,zh_tw,"Chinese Traditional"
263,"Patchy light drizzle","Patchy light drizzle",撅部悠肖鱼,撅部悠肖鱼,zh_wuu,"Wu (Shanghainese)"
263,"Patchy light drizzle","Patchy light drizzle",零星細雨,零星細雨,zh_yue,"Yue (Cantonese)"
263,"Patchy light drizzle","Patchy light drizzle","Ukukhiza okuncane lapha nalapha","Ukukhiza okuncane lapha nalapha",zu,Zulu
266,"Light drizzle","Light drizzle","رذاذ خفيف متفاوت","رذاذ خفيف متفاوت",ar,Arabic
266,"Light drizzle","Light drizzle","Леки превалявания","Леки превалявания",bg,Bulgarian
266,"Light drizzle","Light drizzle","হাল্কা গুড়ি গুড়ি বৃষ্টিপাত","হাল্কা গুড়ি গুড়ি বৃষ্টিপাত",bn,Bengali
266,"Light drizzle","Light drizzle","Slabé mrholení","Slabé mrholení",cs,Czech
266,"Light drizzle","Light drizzle",Finregn,Finregn,da,Danish
266,"Light drizzle","Light drizzle",Nieselregen,Nieselregen,de,German
266,"Light drizzle","Light drizzle","Ελαφρό ψιλόβροχο","Ελαφρό ψιλόβροχο",el,Greek
266,"Light drizzle","Light drizzle",Llovizna,Llovizna,es,Spanish
266,"Light drizzle","Light drizzle","Kevyt tihkusade","Kevyt tihkusade",fi,Finnish
266,"Light drizzle","Light drizzle","Bruine légère","Bruine légère",fr,French
266,"Light drizzle","Light drizzle","हल्की बौछार","हल्की बौछार",hi,Hindi
266,"Light drizzle","Light drizzle","Enyhe szemerkélő eső","Enyhe szemerkélő eső",hu,Hungarian
266,"Light drizzle","Light drizzle","Pioviggine debole","Pioviggine debole",it,Italian
266,"Light drizzle","Light drizzle",霧雨,霧雨,ja,Japanese
266,"Light drizzle","Light drizzle","Grimis ora deres","Grimis ora deres",jv,Javanese
266,"Light drizzle","Light drizzle","가벼운 이슬비","가벼운 이슬비",ko,Korean
266,"Light drizzle","Light drizzle","हलकीशी रिपरिप","हलकीशी रिपरिप",mr,Marathi
266,"Light drizzle","Light drizzle","Lichte motregen","Lichte motregen",nl,Dutch
266,"Light drizzle","Light drizzle","ਹਲਕੀ ਕਿਣ-ਮਿਣ","ਹਲਕੀ ਕਿਣ-ਮਿਣ",pa,Punjabi
266,"Light drizzle","Light drizzle","Lekka mżawka","Lekka mżawka",pl,Polish
266,"Light drizzle","Light drizzle",Chuvisco,Chuvisco,pt,Portuguese
266,"Light drizzle","Light drizzle","Burniță uşoară","Burniță uşoară",ro,Romanian
266,"Light drizzle","Light drizzle","Слабая морось","Слабая морось",ru,Russian
266,"Light drizzle","Light drizzle","සැහැල්ලු සිරි පොද","සැහැල්ලු සිරි පොද",si,Sinhalese
266,"Light drizzle","Light drizzle","Slabé mrholenie","Slabé mrholenie",sk,Slovak
266,"Light drizzle","Light drizzle","Sitna kiša","Sitna kiša",sr,Serbian
266,"Light drizzle","Light drizzle","Lätt duggregn","Lätt duggregn",sv,Swedish
266,"Light drizzle","Light drizzle","இலேசான மழைத்தூறல்","இலேசான மழைத்தூறல்",ta,Tamil
266,"Light drizzle","Light drizzle","తేలికపాటి జల్లు","తేలికపాటి జల్లు",te,Telugu
266,"Light drizzle","Light drizzle","Hafif çisenti","Hafif çisenti",tr,Turkish
266,"Light drizzle","Light drizzle","Невеликий дощ","Невеликий дощ",uk,Ukrainian
266,"Light drizzle","Light drizzle","ہلکی بوندا باندی","ہلکی بوندا باندی",ur,Urdu
266,"Light drizzle","Light drizzle","Mưa phùn nhẹ","Mưa phùn nhẹ",vi,Vietnamese
266,"Light drizzle","Light drizzle",细雨,细雨,zh,"Chinese Simplified"
266,"Light drizzle","Light drizzle",细雨,细雨,zh_cmn,Mandarin
266,"Light drizzle","Light drizzle",小雨,小雨,zh_hsn,Xiang
266,"Light drizzle","Light drizzle",細雨,細雨,zh_tw,"Chinese Traditional"
266,"Light drizzle","Light drizzle",卯猫鱼,卯猫鱼,zh_wuu,"Wu (Shanghainese)"
266,"Light drizzle","Light drizzle",細雨,細雨,zh_yue,"Yue (Cantonese)"
266,"Light drizzle","Light drizzle","Ukukhiza okuncane","Ukukhiza okuncane",zu,Zulu
281,"Freezing drizzle","Freezing drizzle","رذاذ متجمِد","رذاذ متجمِد",ar,Arabic
281,"Freezing drizzle","Freezing drizzle","Преохладени ръмежи","Преохладени ръмежи",bg,Bulgarian
281,"Freezing drizzle","Freezing drizzle","হাল্কা গুড়ি গুড়ি হিম শীতল বৃষ্টিপাত","হাল্কা গুড়ি গুড়ি হিম শীতল বৃষ্টিপাত",bn,Bengali
281,"Freezing drizzle","Freezing drizzle","Mrznoucí mrholení","Mrznoucí mrholení",cs,Czech
281,"Freezing drizzle","Freezing drizzle","Finregn og risiko for isslag","Finregn og risiko for isslag",da,Danish
281,"Freezing drizzle","Freezing drizzle","gefrierender Nieselregen","gefrierender Nieselregen",de,German
281,"Freezing drizzle","Freezing drizzle","Παγωμένο ψιλόβροχο","Παγωμένο ψιλόβροχο",el,Greek
281,"Freezing drizzle","Freezing drizzle","Llovizna helada","Llovizna helada",es,Spanish
281,"Freezing drizzle","Freezing drizzle","Jäätävä tihkusade","Jäätävä tihkusade",fi,Finnish
281,"Freezing drizzle","Freezing drizzle","Bruine verglaçante","Bruine verglaçante",fr,French
281,"Freezing drizzle","Freezing drizzle","जमा देने वाली बौछार","जमा देने वाली बौछार",hi,Hindi
281,"Freezing drizzle","Freezing drizzle","Fagyos szemerkélő eső","Fagyos szemerkélő eső",hu,Hungarian
281,"Freezing drizzle","Freezing drizzle","Pioviggine congelantesi","Pioviggine congelantesi",it,Italian
281,"Freezing drizzle","Freezing drizzle",着氷性の霧雨,着氷性の霧雨,ja,Japanese
281,"Freezing drizzle","Freezing drizzle","Grimis atis","Grimis atis",jv,Javanese
281,"Freezing drizzle","Freezing drizzle","동결 이슬비","동결 이슬비",ko,Korean
281,"Freezing drizzle","Freezing drizzle","गारठवणारी रिपरिप","गारठवणारी रिपरिप",mr,Marathi
281,"Freezing drizzle","Freezing drizzle","Onderkoelde motregen","Onderkoelde motregen",nl,Dutch
281,"Freezing drizzle","Freezing drizzle","ਬਰਫ ਵਾਲੀ ਕਿਣ-ਮਿਣ","ਬਰਫ ਵਾਲੀ ਕਿਣ-ਮਿਣ",pa,Punjabi
281,"Freezing drizzle","Freezing drizzle","Mroźna mżawka","Mroźna mżawka",pl,Polish
281,"Freezing drizzle","Freezing drizzle","Chuvisco gelado","Chuvisco gelado",pt,Portuguese
281,"Freezing drizzle","Freezing drizzle","Burniță înghețată","Burniță înghețată",ro,Romanian
281,"Freezing drizzle","Freezing drizzle","Замерзающая морось","Замерзающая морось",ru,Russian
281,"Freezing drizzle","Freezing drizzle","මිදෙන තරමට ශීතල සිරි පොද","මිදෙන තරමට ශීතල සිරි පොද",si,Sinhalese
281,"Freezing drizzle","Freezing drizzle","Mrznúce mrholenie","Mrznúce mrholenie",sk,Slovak
281,"Freezing drizzle","Freezing drizzle","Sitna kiša koja se ledi","Sitna kiša koja se ledi",sr,Serbian
281,"Freezing drizzle","Freezing drizzle","Underkylt duggregn","Underkylt duggregn",sv,Swedish
281,"Freezing drizzle","Freezing drizzle","உறையவைக்கும் மழைத்தூறல்","உறையவைக்கும் மழைத்தூறல்",ta,Tamil
281,"Freezing drizzle","Freezing drizzle","ఘనీభవన జల్లు","ఘనీభవన జల్లు",te,Telugu
281,"Freezing drizzle","Freezing drizzle","Dondurucu çisenti","Dondurucu çisenti",tr,Turkish
281,"Freezing drizzle","Freezing drizzle",Ожеледиця,Ожеледиця,uk,Ukrainian
281,"Freezing drizzle","Freezing drizzle","جمادینے والی پھوار","جمادینے والی پھوار",ur,Urdu
281,"Freezing drizzle","Freezing drizzle","Mưa phùn băng giá","Mưa phùn băng giá",vi,Vietnamese
281,"Freezing drizzle","Freezing drizzle",冻雾雨,冻雾雨,zh,"Chinese Simplified"
281,"Freezing drizzle","Freezing drizzle",冻雾雨,冻雾雨,zh_cmn,Mandarin
281,"Freezing drizzle","Freezing drizzle",冰冻小雨,冰冻小雨,zh_hsn,Xiang
281,"Freezing drizzle","Freezing drizzle",凍霧雨,凍霧雨,zh_tw,"Chinese Traditional"
281,"Freezing drizzle","Freezing drizzle",董鱼,董鱼,zh_wuu,"Wu (Shanghainese)"
281,"Freezing drizzle","Freezing drizzle",凍霧雨,凍霧雨,zh_yue,"Yue (Cantonese)"
281,"Freezing drizzle","Freezing drizzle","Ukukhiza okunamakhaza","Ukukhiza okunamakhaza",zu,Zulu
284,"Heavy freezing drizzle","Heavy freezing drizzle","رذاذ متجمِد شديد","رذاذ متجمِد شديد",ar,Arabic
284,"Heavy freezing drizzle","Heavy freezing drizzle","Силни преохладени ръмежи","Силни преохладени ръмежи",bg,Bulgarian
284,"Heavy freezing drizzle","Heavy freezing drizzle","ভারী গুড়ি গুড়ি হিম শীতল বৃষ্টিপাত","ভারী গুড়ি গুড়ি হিম শীতল বৃষ্টিপাত",bn,Bengali
284,"Heavy freezing drizzle","Heavy freezing drizzle","Silné mrznoucí mrholení","Silné mrznoucí mrholení",cs,Czech
284,"Heavy freezing drizzle","Heavy freezing drizzle","Finregn og risiko for isslag","Finregn og risiko for isslag",da,Danish
284,"Heavy freezing drizzle","Heavy freezing drizzle","starker Nieselregen","starker Nieselregen",de,German
284,"Heavy freezing drizzle","Heavy freezing drizzle","Ισχυρό παγωμένο ψιλόβροχο","Ισχυρό παγωμένο ψιλόβροχο",el,Greek
284,"Heavy freezing drizzle","Heavy freezing drizzle","Fuerte llovizna helada","Fuerte llovizna helada",es,Spanish
284,"Heavy freezing drizzle","Heavy freezing drizzle","Rankka jäätävä tihkusade","Rankka jäätävä tihkusade",fi,Finnish
284,"Heavy freezing drizzle","Heavy freezing drizzle","Forte bruine verglaçante","Forte bruine verglaçante",fr,French
284,"Heavy freezing drizzle","Heavy freezing drizzle","बेहद जमा देने वाली बौछार","बेहद जमा देने वाली बौछार",hi,Hindi
284,"Heavy freezing drizzle","Heavy freezing drizzle","Heves szemerkélő fagyos eső","Heves szemerkélő fagyos eső",hu,Hungarian
284,"Heavy freezing drizzle","Heavy freezing drizzle","Pioviggine congelantesi forte","Pioviggine congelantesi forte",it,Italian
284,"Heavy freezing drizzle","Heavy freezing drizzle",強い着氷性の霧雨,強い着氷性の霧雨,ja,Japanese
284,"Heavy freezing drizzle","Heavy freezing drizzle","Grimis deres atis","Grimis deres atis",jv,Javanese
284,"Heavy freezing drizzle","Heavy freezing drizzle","심한 동결 이슬비","심한 동결 이슬비",ko,Korean
284,"Heavy freezing drizzle","Heavy freezing drizzle","जोरदार गारठवणारी रिपरिप","जोरदार गारठवणारी रिपरिप",mr,Marathi
284,"Heavy freezing drizzle","Heavy freezing drizzle","Zware onderkoelde motregen","Zware onderkoelde motregen",nl,Dutch
284,"Heavy freezing drizzle","Heavy freezing drizzle","ਬਰਫ ਵਾਲੀ ਤੇਜ਼ ਕਿਣ-ਮਿਣ","ਬਰਫ ਵਾਲੀ ਤੇਜ਼ ਕਿਣ-ਮਿਣ",pa,Punjabi
284,"Heavy freezing drizzle","Heavy freezing drizzle","Ciężka, mroźna mżawka","Ciężka, mroźna mżawka",pl,Polish
284,"Heavy freezing drizzle","Heavy freezing drizzle","Chuvisco forte gelado","Chuvisco forte gelado",pt,Portuguese
284,"Heavy freezing drizzle","Heavy freezing drizzle","Burniță înghețată în cantităţi însemnate","Burniță înghețată în cantităţi însemnate",ro,Romanian
284,"Heavy freezing drizzle","Heavy freezing drizzle","Сильная замерзающая морось","Сильная замерзающая морось",ru,Russian
284,"Heavy freezing drizzle","Heavy freezing drizzle","දැඩි මිදෙන තරමට ශීතල සිරි පොද","දැඩි මිදෙන තරමට ශීතල සිරි පොද",si,Sinhalese
284,"Heavy freezing drizzle","Heavy freezing drizzle","Silné mrznúce mrholenie","Silné mrznúce mrholenie",sk,Slovak
284,"Heavy freezing drizzle","Heavy freezing drizzle","Jaka sitna kiša koja se ledi","Jaka sitna kiša koja se ledi",sr,Serbian
284,"Heavy freezing drizzle","Heavy freezing drizzle","Tungt underkylt duggregn","Tungt underkylt duggregn",sv,Swedish
284,"Heavy freezing drizzle","Heavy freezing drizzle","கனமான உறையவைக்கும் மழைத்தூறல்","கனமான உறையவைக்கும் மழைத்தூறல்",ta,Tamil
284,"Heavy freezing drizzle","Heavy freezing drizzle","భారీ ఘనీభవన జల్లు","భారీ ఘనీభవన జల్లు",te,Telugu
284,"Heavy freezing drizzle","Heavy freezing drizzle","Yoğun dondurucu çisenti","Yoğun dondurucu çisenti",tr,Turkish
284,"Heavy freezing drizzle","Heavy freezing drizzle","Сильна ожеледиця","Сильна ожеледиця",uk,Ukrainian
284,"Heavy freezing drizzle","Heavy freezing drizzle","جمادینے والی شدید بونداباندی","جمادینے والی شدید بونداباندی",ur,Urdu
284,"Heavy freezing drizzle","Heavy freezing drizzle","Mưa phùn nặng băng giá","Mưa phùn nặng băng giá",vi,Vietnamese
284,"Heavy freezing drizzle","Heavy freezing drizzle",大冻雾雨,大冻雾雨,zh,"Chinese Simplified"
284,"Heavy freezing drizzle","Heavy freezing drizzle",大冻雾雨,大冻雾雨,zh_cmn,Mandarin
284,"Heavy freezing drizzle","Heavy freezing drizzle",大冰冻小雨,大冰冻小雨,zh_hsn,Xiang
284,"Heavy freezing drizzle","Heavy freezing drizzle",大凍霧雨,大凍霧雨,zh_tw,"Chinese Traditional"
284,"Heavy freezing drizzle","Heavy freezing drizzle",较拐董鱼,较拐董鱼,zh_wuu,"Wu (Shanghainese)"
284,"Heavy freezing drizzle","Heavy freezing drizzle",大凍霧雨,大凍霧雨,zh_yue,"Yue (Cantonese)"
284,"Heavy freezing drizzle","Heavy freezing drizzle","Ukukhiza okunamandla okunamakhaza","Ukukhiza okunamandla okunamakhaza",zu,Zulu
293,"Patchy light rain","Patchy light rain","أمطار خفيفة متفاوتة","أمطار خفيفة متفاوتة",ar,Arabic
293,"Patchy light rain","Patchy light rain","Слаби дъждове на отделни места","Слаби дъждове на отделни места",bg,Bulgarian
293,"Patchy light rain","Patchy light rain","এক পশলা হাল্কা বৃষ্টিপাত","এক পশলা হাল্কা বৃষ্টিপাত",bn,Bengali
293,"Patchy light rain","Patchy light rain","Místy slabý déšť","Místy slabý déšť",cs,Czech
293,"Patchy light rain","Patchy light rain",""Stedvise, lette regnbyger"",""Stedvise, lette regnbyger"",da,Danish
293,"Patchy light rain","Patchy light rain","stellenweise leichter Regenfall","stellenweise leichter Regenfall",de,German
293,"Patchy light rain","Patchy light rain","Κατά τόπους ασθενής βροχή","Κατά τόπους ασθενής βροχή",el,Greek
293,"Patchy light rain","Patchy light rain","Lluvias ligeras a intervalos","Lluvias ligeras a intervalos",es,Spanish
293,"Patchy light rain","Patchy light rain","Hajanainen kevyt sade","Hajanainen kevyt sade",fi,Finnish
293,"Patchy light rain","Patchy light rain","Pluie légère éparse","Pluie légère éparse",fr,French
293,"Patchy light rain","Patchy light rain","अलग-अलग इलाकों में हल्की बौछार","अलग-अलग इलाकों में हल्की बौछार",hi,Hindi
293,"Patchy light rain","Patchy light rain","Foltokban enyhe eső","Foltokban enyhe eső",hu,Hungarian
293,"Patchy light rain","Patchy light rain","Pioggia debole a tratti","Pioggia debole a tratti",it,Italian
293,"Patchy light rain","Patchy light rain",所により弱い雨,所により弱い雨,ja,Japanese
293,"Patchy light rain","Patchy light rain","Udan ora deres ora rata","Udan ora deres ora rata",jv,Javanese
293,"Patchy light rain","Patchy light rain","곳곳에 가벼운 비","곳곳에 가벼운 비",ko,Korean
293,"Patchy light rain","Patchy light rain","अनियमित हलकासा पाऊस","अनियमित हलकासा पाऊस",mr,Marathi
293,"Patchy light rain","Patchy light rain","Plaatselijke lichte regen","Plaatselijke lichte regen",nl,Dutch
293,"Patchy light rain","Patchy light rain","ਕਿਤੇ-ਕਿਤੇ ਹਲਕਾ ਮੀਂਹ","ਕਿਤੇ-ਕਿਤੇ ਹਲਕਾ ਮੀਂਹ",pa,Punjabi
293,"Patchy light rain","Patchy light rain","Miejscowe opady lekkiego deszczu","Miejscowe opady lekkiego deszczu",pl,Polish
293,"Patchy light rain","Patchy light rain","Chuva fraca irregular","Chuva fraca irregular",pt,Portuguese
293,"Patchy light rain","Patchy light rain","Ploi uşoare pe alocuri","Ploi uşoare pe alocuri",ro,Romanian
293,"Patchy light rain","Patchy light rain","Местами небольшой дождь","Местами небольшой дождь",ru,Russian
293,"Patchy light rain","Patchy light rain","තැනින් තැන සැහැල්ලු වැසි","තැනින් තැන සැහැල්ලු වැසි",si,Sinhalese
293,"Patchy light rain","Patchy light rain","Miestami slabý dážď","Miestami slabý dážď",sk,Slovak
293,"Patchy light rain","Patchy light rain","Mestimično slaba kiša","Mestimično slaba kiša",sr,Serbian
293,"Patchy light rain","Patchy light rain","Områden med lätt regn","Områden med lätt regn",sv,Swedish
293,"Patchy light rain","Patchy light rain","சீரில்லாத இலேசான மழை","சீரில்லாத இலேசான மழை",ta,Tamil
293,"Patchy light rain","Patchy light rain","చెదురుమదురుగా తేలికపాటి వర్షం","చెదురుమదురుగా తేలికపాటి వర్షం",te,Telugu
293,"Patchy light rain","Patchy light rain","Düzensiz hafif yağmurlu","Düzensiz hafif yağmurlu",tr,Turkish
293,"Patchy light rain","Patchy light rain","Місцями мряка","Місцями мряка",uk,Ukrainian
293,"Patchy light rain","Patchy light rain","جہاں تہاں ہلکی بارش","جہاں تہاں ہلکی بارش",ur,Urdu
293,"Patchy light rain","Patchy light rain","Mưa nhẹ lả tả","Mưa nhẹ lả tả",vi,Vietnamese
293,"Patchy light rain","Patchy light rain",片状小雨,片状小雨,zh,"Chinese Simplified"
